Level,Business Unit,Campus Identifier,Years Employed,Does our company have a security team?,Does our company have a security team?,"Do you know who to contact in case you are hacked, lost customer data, or if your computer is infected? ","Do you know who to contact in case you are hacked, lost customer data, or if your computer is infected? ",Have you ever found a virus or Trojan on your computer at work?,Have you ever found a virus or Trojan on your computer at work?,Do you know how to tell if your computer is hacked or infected?,Do you know how to tell if your computer is hacked or infected?,Have you ever given out your work password to anyone?,Have you ever given out your work password to anyone?,"If you delete files from your computer or even format your hard drive, all the information is permanently lost. ","If you delete files from your computer or even format your hard drive, all the information is permanently lost. ",How secure do you feel your computer is?,How secure do you feel your computer is?,The responsibility of protecting our organization's devices or information rests solely with the security team.,The responsibility of protecting our organization's devices or information rests solely with the security team.,Is your computer or mobile device configured to be automatically updated?,Is your computer or mobile device configured to be automatically updated?,How careful are you when you open an attachment in an email?,How careful are you when you open an attachment in an email?,We receive insufficient training on how to protect our computers and organization information.,We receive insufficient training on how to protect our computers and organization information.,Do you know what an email or phishing scam is and how to identify one?,Do you know what an email or phishing scam is and how to identify one?,"Is anti-virus currently installed, updated, and enabled on your computer?","Is anti-virus currently installed, updated, and enabled on your computer?","My computer or information has no value to hackers, they do not target me.","My computer or information has no value to hackers, they do not target me.",Do we have any policies on which websites you can visit?,Do we have any policies on which websites you can visit?,Do we have policies on how you can and cannot use email?,Do we have policies on how you can and cannot use email?,Are Cloud services such as iCloud or Dropbox allowed in our organization or used to store organizational data?,Are Cloud services such as iCloud or Dropbox allowed in our organization or used to store organizational data?,"Can you use your own personal devices, such as your mobile phone, to store or transfer confidential company information?","Can you use your own personal devices, such as your mobile phone, to store or transfer confidential company information?",Have you downloaded and installed software for personal use on your computer at work?,Have you downloaded and installed software for personal use on your computer at work?,Has your manager or anyone else you know at work asked for your password?,Has your manager or anyone else you know at work asked for your password?,"Do you use the same passwords for your work accounts as you do for your personal accounts at home, such as Facebook, Twitter, iTunes, or your personal email accounts?","Do you use the same passwords for your work accounts as you do for your personal accounts at home, such as Facebook, Twitter, iTunes, or your personal email accounts?",How often do you copy data from the office and transfer it to your personal computer to work on at home?,How often do you copy data from the office and transfer it to your personal computer to work on at home?,"Have you logged into work accounts on public computers, such as computers from a library, cyber cafe, or hotel lobby?","Have you logged into work accounts on public computers, such as computers from a library, cyber cafe, or hotel lobby?","If you have anti-virus installed on your computer, then your computer cannot become infected as the anti-virus program will stop all viruses, worms, or Trojans. ","If you have anti-virus installed on your computer, then your computer cannot become infected as the anti-virus program will stop all viruses, worms, or Trojans. "
Individual Contributor,Home,Northeast,25,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,6,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Infrastructure,Canada,9,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,Yes,4,FALSE,1
Individual Contributor,Capital,Northeast,29,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,3,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Home,Midwest,7,Yes,1,Yes,1,Yes,4,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,15,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,29,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,23,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,7,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,8,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Infrastructure,Midwest,1,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,I don't know,3,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,26,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Southwest,15,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,27,Yes,1,No,5,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Canada,26,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,Yes,4,FALSE,1
Management,Capital,Southwest,13,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,21,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,27,Yes,1,No,5,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Northeast,26,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,Yes,4,FALSE,1
Individual Contributor,Energy,Canada,10,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Strongly Disagree,1,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Home,Southwest,2,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,I don't know,3,Somewhat careful,3,Strongly Disagree,1,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Southwest,27,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,12,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,No,5,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,No,1,No,1,No,2,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,21,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,No,5,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,24,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,19,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Midwest,14,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,Yes,4,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Home,Northeast,22,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Midwest,11,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,Yes,4,FALSE,1
Individual Contributor,Infrastructure,Canada,27,Yes,1,Yes,1,Yes,4,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,13,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Northeast,10,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Northeast,11,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,14,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Midwest,17,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Northeast,20,Yes,1,Yes,1,Yes,4,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,8,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Not Secure,4,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,21,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,14,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,8,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Strongly Disagree,1,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Southwest,26,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,I don't know,3,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,16,Yes,1,No,5,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,17,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Canada,27,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,20,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,Yes,4,No,1,Never,1,No,1,FALSE,1
Management,Energy,Southwest,25,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Infrastructure,Northeast,10,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Not Secure,4,Strongly Disagree,1,No,5,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,26,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,I don't know,3,Extremely careful,1,Disagree,2,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Canada,11,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,17,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,5,Yes,1,No,5,Yes,4,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,6,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,5,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,No,1,Yes,4,Never,1,No,1,FALSE,1
Individual Contributor,Home,Midwest,25,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Southwest,21,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,Yes,4,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,23,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Northeast,1,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,8,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,29,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,I don't know,3,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,Yes,4,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Business Solutions,Canada,4,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,10,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,15,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Strongly Agree,5,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,8,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Northeast,19,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,No,5,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,15,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Southwest,2,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,Yes,4,FALSE,1
Individual Contributor,Energy,Canada,10,Yes,1,Yes,1,Yes,4,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,16,Yes,1,No,5,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,19,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,I don't know,3,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,4,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Strongly Disagree,1,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,29,Yes,1,Yes,1,Yes,4,Yes,1,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Strongly Disagree,1,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,14,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Home,Southwest,26,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,Yes,4,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,5,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,11,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,13,Yes,1,No,5,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
